ID;Campanha;Extrato_Campanha;Variavel_Campanha;Niveis_Campanha;Percentual_Campanha
1357;Seca 2018;Area Urbana-2;Atividade Economica Complementar;Pesca;3
1358;Cheia 2019;Area Urbana-2;Atividade Economica Complementar;Pesca;3
1359;Seca 2019;Area Urbana-2;Atividade Economica Complementar;Pesca;2.6
1360;Seca 2020;Area Urbana-2;Atividade Economica Complementar;Pesca;3.6
1361;Seca 2012;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1362;Cheia 2013;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1363;Seca 2013;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1364;Cheia 2014;Area Urbana-2;Atividade Economica Complementar;Comercio;1.4
1365;Seca 2014;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1366;Cheia 2015;Area Urbana-2;Atividade Economica Complementar;Comercio;1.4
1367;Seca 2015;Area Urbana-2;Atividade Economica Complementar;Comercio;1.3
1368;Cheia 2016;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1369;Seca 2016;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1370;Cheia 2017;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1371;Seca 2017;Area Urbana-2;Atividade Economica Complementar;Comercio;1.5
1372;Cheia 2018;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1373;Seca 2018;Area Urbana-2;Atividade Economica Complementar;Comercio;6
1374;Cheia 2019;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1375;Seca 2019;Area Urbana-2;Atividade Economica Complementar;Comercio;5.1
1376;Seca 2020;Area Urbana-2;Atividade Economica Complementar;Comercio;0
1377;Seca 2012;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1378;Cheia 2013;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;1.4
1379;Seca 2013;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;1.5
1380;Cheia 2014;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;2.8
1381;Seca 2014;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1382;Cheia 2015;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;2.7
1383;Seca 2015;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;5.3
1384;Cheia 2016;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;2.7
1385;Seca 2016;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1386;Cheia 2017;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1387;Seca 2017;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;1.5
1388;Cheia 2018;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1389;Seca 2018;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;7.5
1390;Cheia 2019;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;1.5
1391;Seca 2019;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1392;Seca 2020;Area Urbana-2;Atividade Economica Complementar;Servicos Gerais / Diarista;1.8
1393;Seca 2012;Area Urbana-2;Atividade Economica Complementar;Outro;2.2
1394;Cheia 2013;Area Urbana-2;Atividade Economica Complementar;Outro;2.7
1395;Seca 2013;Area Urbana-2;Atividade Economica Complementar;Outro;6
1396;Cheia 2014;Area Urbana-2;Atividade Economica Complementar;Outro;0
1397;Seca 2014;Area Urbana-2;Atividade Economica Complementar;Outro;1.4
1398;Cheia 2015;Area Urbana-2;Atividade Economica Complementar;Outro;4.1
1399;Seca 2015;Area Urbana-2;Atividade Economica Complementar;Outro;6.7
1400;Cheia 2016;Area Urbana-2;Atividade Economica Complementar;Outro;2.7
1401;Seca 2016;Area Urbana-2;Atividade Economica Complementar;Outro;1.5
1402;Cheia 2017;Area Urbana-2;Atividade Economica Complementar;Outro;1.5
1403;Seca 2017;Area Urbana-2;Atividade Economica Complementar;Outro;10.8
1404;Cheia 2018;Area Urbana-2;Atividade Economica Complementar;Outro;21.5
1405;Seca 2018;Area Urbana-2;Atividade Economica Complementar;Outro;47.8
1406;Cheia 2019;Area Urbana-2;Atividade Economica Complementar;Outro;9
1407;Seca 2019;Area Urbana-2;Atividade Economica Complementar;Outro;48.7
1408;Seca 2020;Area Urbana-2;Atividade Economica Complementar;Outro;9.1
